film_name,film_year,film_rate,link,poster
Twilight,2008,3.07,https://letterboxd.com/film/twilight-2008/,https://a.ltrbxd.com/resized/film-poster/4/7/4/6/9/47469-twilight-0-70-0-105-crop.jpg?v=f347bd6a28
Thunderbolts*,2025,3.57,https://letterboxd.com/film/thunderbolts/,https://a.ltrbxd.com/resized/film-poster/8/8/7/6/5/3/887653-thunderbolts-0-70-0-105-crop.jpg?v=80380bc773
Spider-Man,2002,3.85,https://letterboxd.com/film/spider-man/,https://a.ltrbxd.com/resized/film-poster/5/1/5/6/1/51561-spider-man-0-70-0-105-crop.jpg?v=a7394840f4
Superbad,2007,3.88,https://letterboxd.com/film/superbad/,https://a.ltrbxd.com/resized/film-poster/4/7/7/7/6/47776-superbad-0-70-0-105-crop.jpg?v=b43686efcb
2001: A Space Odyssey,1968,4.25,https://letterboxd.com/film/2001-a-space-odyssey/,https://a.ltrbxd.com/resized/film-poster/5/1/9/8/7/51987-2001-a-space-odyssey-0-70-0-105-crop.jpg?v=a69c46a272
Mamma Mia!,2008,3.85,https://letterboxd.com/film/mamma-mia/,https://a.ltrbxd.com/resized/sm/upload/10/5l/wu/jl/gOm2iMMbC6EonrFzmSQ8xvCa4Ei.jpg-0-70-0-105-crop.jpg?v=e49de6f770
Harry Potter and the Goblet of Fire,2005,3.88,https://letterboxd.com/film/harry-potter-and-the-goblet-of-fire/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
My Neighbor Totoro,1988,4.19,https://letterboxd.com/film/my-neighbor-totoro/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Alien,1979,4.25,https://letterboxd.com/film/alien/,https://a.ltrbxd.com/resized/sm/upload/8v/f1/qw/aa/bg7K6VtUG7Ew70gQj6SSroD5d4R-0-70-0-105-crop.jpg?v=a932f9e98e
Star Wars: Episode III – Revenge of the Sith,2005,4.04,https://letterboxd.com/film/star-wars-episode-iii-revenge-of-the-sith/,https://a.ltrbxd.com/resized/film-poster/5/0/7/0/9/50709-star-wars-episode-iii-revenge-of-the-sith-0-70-0-105-crop.jpg?v=cdb8caab10
The Breakfast Club,1985,3.76,https://letterboxd.com/film/the-breakfast-club/,https://a.ltrbxd.com/resized/film-poster/5/0/5/1/8/50518-the-breakfast-club-0-70-0-105-crop.jpg?v=cce37bedf1
Brokeback Mountain,2005,4.15,https://letterboxd.com/film/brokeback-mountain/,https://a.ltrbxd.com/resized/film-poster/5/1/9/0/9/51909-brokeback-mountain-0-70-0-105-crop.jpg?v=40ad2b59a0
Before Sunrise,1995,4.30,https://letterboxd.com/film/before-sunrise/,https://a.ltrbxd.com/resized/film-poster/5/1/9/7/4/51974-before-sunrise-0-70-0-105-crop.jpg?v=006e8fedea
The Lighthouse,2019,4.01,https://letterboxd.com/film/the-lighthouse-2019/,https://a.ltrbxd.com/resized/film-poster/4/3/3/8/6/3/433863-the-lighthouse-0-70-0-105-crop.jpg?v=ee97005537
Gladiator,2000,4.17,https://letterboxd.com/film/gladiator-2000/,https://a.ltrbxd.com/resized/film-poster/5/1/9/5/2/51952-gladiator-2000-0-70-0-105-crop.jpg?v=0071a74571
Anatomy of a Fall,2023,4.12,https://letterboxd.com/film/anatomy-of-a-fall/,https://a.ltrbxd.com/resized/film-poster/8/2/2/0/9/3/822093-anatomy-of-a-fall-0-70-0-105-crop.jpg?v=4efab8aedc
Jurassic Park,1993,4.12,https://letterboxd.com/film/jurassic-park/,https://a.ltrbxd.com/resized/sm/upload/1g/zz/ez/d8/yyCKYaW908ZbpexpnBJ3p8o87HA-0-70-0-105-crop.jpg?v=19a50874d0
Harry Potter and the Chamber of Secrets,2002,3.63,https://letterboxd.com/film/harry-potter-and-the-chamber-of-secrets/,https://a.ltrbxd.com/resized/sm/upload/rj/yc/zl/ex/g8IQhqYYLERU0UxjVaySP46PFEZ-0-70-0-105-crop.jpg?v=d867145245
Beautiful Boy,2018,4.05,https://letterboxd.com/film/beautiful-boy-2018/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
The Lord of the Rings: The Two Towers,2002,4.43,https://letterboxd.com/film/the-lord-of-the-rings-the-two-towers/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
The Empire Strikes Back,1980,4.40,https://letterboxd.com/film/the-empire-strikes-back/,https://a.ltrbxd.com/resized/sm/upload/mp/pz/lf/2i/7BuH8itoSrLExs2YZSsM01Qk2no-0-70-0-105-crop.jpg?v=27c6c6fba7
F1,2025,3.67,https://letterboxd.com/film/f1/,https://a.ltrbxd.com/resized/film-poster/8/1/7/9/7/7/817977-f1-the-movie-0-70-0-105-crop.jpg?v=f5ae2b99b9
Zodiac,2007,4.02,https://letterboxd.com/film/zodiac/,https://a.ltrbxd.com/resized/sm/upload/58/tf/z6/gw/qKQIjErYaN149hZRP5Vgf8RoC7S-0-70-0-105-crop.jpg?v=72ee5db942
Tangled,2010,4.03,https://letterboxd.com/film/tangled-2010/,https://a.ltrbxd.com/resized/film-poster/2/5/8/5/9/25859-tangled-2010-0-70-0-105-crop.jpg?v=1c22f51536
The Hunger Games: Catching Fire,2013,3.93,https://letterboxd.com/film/the-hunger-games-catching-fire/,https://a.ltrbxd.com/resized/sm/upload/0a/6m/bl/rt/esWEsDI83IYqUBGSN69hb4A1Vfu-0-70-0-105-crop.jpg?v=a9ecd05d8f
Oldboy,2003,4.37,https://letterboxd.com/film/oldboy/,https://a.ltrbxd.com/resized/film-poster/5/1/4/5/4/51454-oldboy-0-70-0-105-crop.jpg?v=294dbcadef
X,2022,3.40,https://letterboxd.com/film/x-2022/,https://a.ltrbxd.com/resized/film-poster/6/8/0/3/5/8/680358-x-0-70-0-105-crop.jpg?v=8ba5e11abf
Iron Man,2008,3.77,https://letterboxd.com/film/iron-man-2008/,https://a.ltrbxd.com/resized/film-poster/5/0/8/2/5/50825-iron-man-0-70-0-105-crop.jpg?v=f03c15122c
Toy Story,1995,4.11,https://letterboxd.com/film/toy-story/,https://a.ltrbxd.com/resized/film-poster/5/1/2/9/0/51290-toy-story-0-70-0-105-crop.jpg?v=0ce275d722
KPop Demon Hunters,2025,3.57,https://letterboxd.com/film/kpop-demon-hunters/,https://a.ltrbxd.com/resized/film-poster/7/2/0/9/5/3/720953-kpop-demon-hunters-0-70-0-105-crop.jpg?v=10b7464274
Spider-Man: Far From Home,2019,3.39,https://letterboxd.com/film/spider-man-far-from-home/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Lost in Translation,2003,3.77,https://letterboxd.com/film/lost-in-translation/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
The Prestige,2006,4.28,https://letterboxd.com/film/the-prestige/,https://a.ltrbxd.com/resized/film-poster/5/1/1/4/7/51147-the-prestige-0-70-0-105-crop.jpg?v=ad7e891177
Anyone But You,2023,2.82,https://letterboxd.com/film/anyone-but-you/,https://a.ltrbxd.com/resized/film-poster/9/6/6/9/9/0/966990-anyone-but-you-0-70-0-105-crop.jpg?v=62514c5b09
The Incredibles,2004,4.07,https://letterboxd.com/film/the-incredibles/,https://a.ltrbxd.com/resized/film-poster/4/6/8/0/6/46806-the-incredibles-0-70-0-105-crop.jpg?v=dce597a185
Bottoms,2023,3.80,https://letterboxd.com/film/bottoms/,https://a.ltrbxd.com/resized/film-poster/7/3/1/2/2/2/731222-bottoms-0-70-0-105-crop.jpg?v=11b87368c8
Moonlight,2016,4.20,https://letterboxd.com/film/moonlight-2016/,https://a.ltrbxd.com/resized/sm/upload/90/gn/c7/9k/qAwFbszz0kRyTuXmMeKQZCX3Q2O-0-70-0-105-crop.jpg?v=192bde15c6
Mulholland Drive,2001,4.26,https://letterboxd.com/film/mulholland-drive/,https://a.ltrbxd.com/resized/sm/upload/kv/7n/p8/tv/fMC8JBWx2VjsJ53JopAcFjqmlYv-0-70-0-105-crop.jpg?v=3d69c00608
"Monsters, Inc.",2001,4.08,https://letterboxd.com/film/monsters-inc/,https://a.ltrbxd.com/resized/sm/upload/r0/m8/t4/gs/7m1wKo1rM9QL5DMJCAs66bDQVYC-0-70-0-105-crop.jpg?v=7267a24218
Uncut Gems,2019,3.95,https://letterboxd.com/film/uncut-gems/,https://a.ltrbxd.com/resized/film-poster/4/0/4/2/6/6/404266-uncut-gems-0-70-0-105-crop.jpg?v=670cb7034d
Finding Nemo,2003,4.03,https://letterboxd.com/film/finding-nemo/,https://a.ltrbxd.com/resized/film-poster/2/7/0/5/2705-finding-nemo-0-70-0-105-crop.jpg?v=b329bc5740
12 Angry Men,1957,4.63,https://letterboxd.com/film/12-angry-men/,https://a.ltrbxd.com/resized/film-poster/5/1/7/0/0/51700-12-angry-men-0-70-0-105-crop.jpg?v=b8aaf291a9
Thor: Ragnarok,2017,3.70,https://letterboxd.com/film/thor-ragnarok/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
The Hunger Games: The Ballad of Songbirds & Snakes,2023,3.57,https://letterboxd.com/film/the-hunger-games-the-ballad-of-songbirds-snakes/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
1917,2019,4.12,https://letterboxd.com/film/1917/,https://a.ltrbxd.com/resized/film-poster/4/6/0/1/5/5/460155-1917-0-70-0-105-crop.jpg?v=9eb1d95df5
Spider-Man 2,2004,3.92,https://letterboxd.com/film/spider-man-2/,https://a.ltrbxd.com/resized/sm/upload/pq/mi/kb/ck/7JtMVM58MnzxWeyubzLpXBiVnDC-0-70-0-105-crop.jpg?v=c5f2675b28
Princess Mononoke,1997,4.39,https://letterboxd.com/film/princess-mononoke/,https://a.ltrbxd.com/resized/sm/upload/fu/5h/fp/mj/mNqZOtJIQfFQPjo3hmYLIn8Qqhf-0-70-0-105-crop.jpg?v=aae03975f7
Nightcrawler,2014,4.04,https://letterboxd.com/film/nightcrawler/,https://a.ltrbxd.com/resized/sm/upload/g7/2e/vi/vy/A9ANrAWlmIovxzjAIiOgseSLNc9-0-70-0-105-crop.jpg?v=6bcb14c88c
Harry Potter and the Deathly Hallows: Part 2,2011,4.02,https://letterboxd.com/film/harry-potter-and-the-deathly-hallows-part-2/,https://a.ltrbxd.com/resized/film-poster/4/4/5/8/0/44580-harry-potter-and-the-deathly-hallows-part-2-0-70-0-105-crop.jpg?v=66f3769773
Puss in Boots: The Last Wish,2022,4.13,https://letterboxd.com/film/puss-in-boots-the-last-wish/,https://a.ltrbxd.com/resized/film-poster/2/4/2/2/8/5/242285-puss-in-boots-the-last-wish-0-70-0-105-crop.jpg?v=9e9109c5cd
Eyes Wide Shut,1999,3.99,https://letterboxd.com/film/eyes-wide-shut/,https://a.ltrbxd.com/resized/film-poster/5/1/7/1/7/51717-eyes-wide-shut-0-70-0-105-crop.jpg?v=7010402aeb
Batman Begins,2005,3.83,https://letterboxd.com/film/batman-begins/,https://a.ltrbxd.com/resized/film-poster/5/1/7/8/4/51784-batman-begins-0-70-0-105-crop.jpg?v=f090edc352
Harry Potter and the Order of the Phoenix,2007,3.70,https://letterboxd.com/film/harry-potter-and-the-order-of-the-phoenix/,https://a.ltrbxd.com/resized/sm/upload/wd/w4/n0/yj/g6n8G0xPnBVUIKKK41sNmbZB5h4-0-70-0-105-crop.jpg?v=57af08b652
The Nightmare Before Christmas,1993,3.97,https://letterboxd.com/film/the-nightmare-before-christmas/,https://a.ltrbxd.com/resized/film-poster/4/7/1/1/9/47119-the-nightmare-before-christmas-0-70-0-105-crop.jpg?v=cc72c8b470
Clueless,1995,3.69,https://letterboxd.com/film/clueless/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Doctor Strange in the Multiverse of Madness,2022,2.94,https://letterboxd.com/film/doctor-strange-in-the-multiverse-of-madness/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Amélie,2001,4.19,https://letterboxd.com/film/amelie/,https://a.ltrbxd.com/resized/sm/upload/ly/0v/ey/u7/pM20xF4WFyX7G3ie0YBXFp75aEC-0-70-0-105-crop.jpg?v=bc8a28c252
Perfect Blue,1997,4.38,https://letterboxd.com/film/perfect-blue/,https://a.ltrbxd.com/resized/film-poster/4/6/1/7/5/46175-perfect-blue-0-70-0-105-crop.jpg?v=1ed5878cce
Portrait of a Lady on Fire,2019,4.42,https://letterboxd.com/film/portrait-of-a-lady-on-fire/,https://a.ltrbxd.com/resized/film-poster/4/6/0/8/3/0/460830-portrait-of-a-lady-on-fire-0-70-0-105-crop.jpg?v=79b0f67aa9
Dunkirk,2017,3.77,https://letterboxd.com/film/dunkirk-2017/,https://a.ltrbxd.com/resized/sm/upload/md/nb/pu/3i/bOXBV303Fgkzn2K4FeKDc0O31q4-0-70-0-105-crop.jpg?v=7307b1ff5b
Captain America: Civil War,2016,3.64,https://letterboxd.com/film/captain-america-civil-war/,https://a.ltrbxd.com/resized/film-poster/1/9/4/4/0/2/194402-captain-america-civil-war-0-70-0-105-crop.jpg?v=06d3eb3f8a
Schindler's List,1993,4.54,https://letterboxd.com/film/schindlers-list/,https://a.ltrbxd.com/resized/sm/upload/bz/1x/em/jr/yPisjyLweCl1tbgwgtzBCNCBle-0-70-0-105-crop.jpg?v=ca5215c5a9
A Clockwork Orange,1971,4.11,https://letterboxd.com/film/a-clockwork-orange/,https://a.ltrbxd.com/resized/film-poster/5/1/8/6/7/51867-a-clockwork-orange-0-70-0-105-crop.jpg?v=d6d5407b50
Companion,2025,3.37,https://letterboxd.com/film/companion-2025/,https://a.ltrbxd.com/resized/film-poster/9/7/7/1/7/2/977172-companion-2025-0-70-0-105-crop.jpg?v=66c5c946ec
Jaws,1975,3.93,https://letterboxd.com/film/jaws/,https://a.ltrbxd.com/resized/film-poster/5/1/5/4/2/51542-jaws-0-70-0-105-crop.jpg?v=03299455f6
About Time,2013,4.07,https://letterboxd.com/film/about-time/,https://a.ltrbxd.com/resized/sm/upload/uo/th/yf/uz/zSuh8dGwqpsWR7ccvYbfxbSZ37o-0-70-0-105-crop.jpg?v=7276b6e978
The Dark Knight Rises,2012,3.80,https://letterboxd.com/film/the-dark-knight-rises/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Tenet,2020,3.43,https://letterboxd.com/film/tenet/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Guardians of the Galaxy Vol. 2,2017,3.57,https://letterboxd.com/film/guardians-of-the-galaxy-vol-2/,https://a.ltrbxd.com/resized/sm/upload/1g/4f/6e/5b/prvWMj8cBFgVn5MLlsjlvH2hiIh-0-70-0-105-crop.jpg?v=edbe39cfb9
Psycho,1960,4.31,https://letterboxd.com/film/psycho/,https://a.ltrbxd.com/resized/film-poster/5/1/5/7/8/51578-psycho-0-70-0-105-crop.jpg?v=7250c49dcd
Scarface,1983,4.14,https://letterboxd.com/film/scarface-1983/,https://a.ltrbxd.com/resized/film-poster/5/1/9/3/9/51939-scarface-0-70-0-105-crop.jpg?v=e64e66a6b8
Shrek 2,2004,4.11,https://letterboxd.com/film/shrek-2/,https://a.ltrbxd.com/resized/sm/upload/g4/4m/0c/6s/rD8SvOTCCJ2VIpIV7GUwUKD1Kzc-0-70-0-105-crop.jpg?v=e780d1b7d3
The Virgin Suicides,1999,3.85,https://letterboxd.com/film/the-virgin-suicides/,https://a.ltrbxd.com/resized/film-poster/5/1/0/2/4/51024-the-virgin-suicides-0-70-0-105-crop.jpg?v=b869f3409a
"Girl, Interrupted",1999,3.95,https://letterboxd.com/film/girl-interrupted/,https://a.ltrbxd.com/resized/sm/upload/1x/ad/d5/5d/vp46lgVDiFdT4Hw5WIISOPwnMaH-0-70-0-105-crop.jpg?v=d07803f1c3
Juno,2007,3.75,https://letterboxd.com/film/juno/,https://a.ltrbxd.com/resized/film-poster/4/8/0/5/1/48051-juno-0-70-0-105-crop.jpg?v=19ad3fb7e5
Corpse Bride,2005,3.91,https://letterboxd.com/film/corpse-bride/,https://a.ltrbxd.com/resized/sm/upload/v1/h6/lc/lu/o9GbcdP7rOg2m1NyUnUR3ZwNcTE-0-70-0-105-crop.jpg?v=1ee3b92ded
There Will Be Blood,2007,4.46,https://letterboxd.com/film/there-will-be-blood/,https://a.ltrbxd.com/resized/sm/upload/jg/cd/7y/f5/there%20will%20be%20blood-0-70-0-105-crop.jpg?v=8a533d5350
Bones and All,2022,3.73,https://letterboxd.com/film/bones-and-all/,https://a.ltrbxd.com/resized/sm/upload/xi/cb/mo/xg/bones2-0-70-0-105-crop.jpg?v=bdb6694df9
Reservoir Dogs,1992,4.14,https://letterboxd.com/film/reservoir-dogs/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
A Quiet Place,2018,3.64,https://letterboxd.com/film/a-quiet-place-2018/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Harry Potter and the Half-Blood Prince,2009,3.73,https://letterboxd.com/film/harry-potter-and-the-half-blood-prince/,https://a.ltrbxd.com/resized/film-poster/5/1/3/8/5/51385-harry-potter-and-the-half-blood-prince-0-70-0-105-crop.jpg?v=789e7859c8
The Lion King,1994,4.23,https://letterboxd.com/film/the-lion-king/,https://a.ltrbxd.com/resized/film-poster/4/7/6/7/7/47677-the-lion-king-0-70-0-105-crop.jpg?v=01b591f966
Edward Scissorhands,1990,3.90,https://letterboxd.com/film/edward-scissorhands/,https://a.ltrbxd.com/resized/film-poster/5/1/8/8/9/51889-edward-scissorhands-0-70-0-105-crop.jpg?v=38f2599419
Kill Bill: Vol. 2,2004,4.10,https://letterboxd.com/film/kill-bill-vol-2/,https://a.ltrbxd.com/resized/sm/upload/ka/7q/dh/8m/bxbX4sHZHcy81dnNs4VAVs7HXDL-0-70-0-105-crop.jpg?v=52e9a07730
Wonka,2023,3.16,https://letterboxd.com/film/wonka/,https://a.ltrbxd.com/resized/film-poster/7/0/6/0/8/3/706083-wonka-0-70-0-105-crop.jpg?v=d4bd6afd7f
Pirates of the Caribbean: The Curse of the Black Pearl,2003,3.99,https://letterboxd.com/film/pirates-of-the-caribbean-the-curse-of-the-black-pearl/,https://a.ltrbxd.com/resized/film-poster/2/6/9/5/2695-pirates-of-the-caribbean-the-curse-of-the-black-pearl-0-70-0-105-crop.jpg?v=272b36c0d8
John Wick,2014,3.83,https://letterboxd.com/film/john-wick/,https://a.ltrbxd.com/resized/film-poster/1/7/2/0/7/6/172076-john-wick-0-70-0-105-crop.jpg?v=e3c8c69b11
Blade Runner,1982,4.10,https://letterboxd.com/film/blade-runner/,https://a.ltrbxd.com/resized/sm/upload/85/io/38/dz/vfzE3pjE5G7G7kcZWrA3fnbZo7V-0-70-0-105-crop.jpg?v=0d5de70f0d
Harry Potter and the Deathly Hallows: Part 1,2010,3.73,https://letterboxd.com/film/harry-potter-and-the-deathly-hallows-part-1/,https://a.ltrbxd.com/resized/sm/upload/u8/tj/88/3v/harry-potter-and-the-deathly-hallows-part-i-original-0-70-0-105-crop.jpg?v=a31050208d
Barbarian,2022,3.44,https://letterboxd.com/film/barbarian-2022/,https://a.ltrbxd.com/resized/film-poster/8/1/9/6/4/8/819648-barbarian-0-70-0-105-crop.jpg?v=75b067327a
Legally Blonde,2001,3.83,https://letterboxd.com/film/legally-blonde/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Captain America: The Winter Soldier,2014,3.75,https://letterboxd.com/film/captain-america-the-winter-soldier/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Zootopia,2016,3.76,https://letterboxd.com/film/zootopia/,https://a.ltrbxd.com/resized/film-poster/1/9/2/4/1/0/192410-zootopia-0-70-0-105-crop.jpg?v=e22eae9a2a
The Departed,2006,4.34,https://letterboxd.com/film/the-departed/,https://a.ltrbxd.com/resized/sm/upload/jr/th/pu/pb/laefkgrfa3oKwvBtWTBtf2suiI4-0-70-0-105-crop.jpg?v=f5d8231026
The Witch,2015,3.82,https://letterboxd.com/film/the-witch-2015/,https://a.ltrbxd.com/resized/sm/upload/y2/i8/9s/h1/tNr2KYytArZNSh0K8PUcHU3JnX4-0-70-0-105-crop.jpg?v=45f739a242
Materialists,2025,2.92,https://letterboxd.com/film/materialists/,https://a.ltrbxd.com/resized/film-poster/1/0/2/4/5/6/2/1024562-materialists-0-70-0-105-crop.jpg?v=ae3470f333
A Minecraft Movie,2025,2.45,https://letterboxd.com/film/a-minecraft-movie/,https://a.ltrbxd.com/resized/film-poster/8/5/4/6/9/1/854691-a-minecraft-movie-0-70-0-105-crop.jpg?v=074e7fed9e
Killers of the Flower Moon,2023,4.02,https://letterboxd.com/film/killers-of-the-flower-moon/,https://a.ltrbxd.com/resized/film-poster/3/9/8/0/0/9/398009-killers-of-the-flower-moon-0-70-0-105-crop.jpg?v=49b577149d
Star Wars: Episode I – The Phantom Menace,1999,3.10,https://letterboxd.com/film/star-wars-episode-i-the-phantom-menace/,https://a.ltrbxd.com/resized/film-poster/5/0/7/1/1/50711-star-wars-episode-i-the-phantom-menace-0-70-0-105-crop.jpg?v=cdb8caab10
When Harry Met Sally...,1989,4.07,https://letterboxd.com/film/when-harry-met-sally/,https://a.ltrbxd.com/resized/film-poster/5/1/4/8/5/51485-when-harry-met-sally--0-70-0-105-crop.jpg?v=2f277e2fe7
The Thing,1982,4.35,https://letterboxd.com/film/the-thing/,https://a.ltrbxd.com/resized/sm/upload/t3/qn/vs/p5/s5fH3GqFcHbi2F0NSBSh4KRNTc0-0-70-0-105-crop.jpg?v=01880125bb
Jennifer's Body,2009,3.45,https://letterboxd.com/film/jennifers-body/,https://a.ltrbxd.com/resized/film-poster/3/9/3/0/5/39305-jennifer-s-body-0-70-0-105-crop.jpg?v=af7fb6bd86
Hamnet,2025,4.21,https://letterboxd.com/film/hamnet/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
The Wild Robot,2024,4.21,https://letterboxd.com/film/the-wild-robot/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
The Conjuring,2013,3.61,https://letterboxd.com/film/the-conjuring/,https://a.ltrbxd.com/resized/film-poster/1/0/6/2/6/2/106262-the-conjuring-0-70-0-105-crop.jpg?v=8cbb976912
13 Going on 30,2004,3.63,https://letterboxd.com/film/13-going-on-30-3/,https://a.ltrbxd.com/resized/sm/upload/um/45/8m/or/t0c3qxcKSaO4iBYVAzIeyPbC8I1-0-70-0-105-crop.jpg?v=72ab2e2ec7
Doctor Strange,2016,3.48,https://letterboxd.com/film/doctor-strange-2016/,https://a.ltrbxd.com/resized/film-poster/2/0/9/3/8/1/209381-doctor-strange-0-70-0-105-crop.jpg?v=1466da225d
Avatar: Fire and Ash,2025,3.56,https://letterboxd.com/film/avatar-fire-and-ash/,https://a.ltrbxd.com/resized/film-poster/7/0/0/0/7/70007-avatar-fire-and-ash-0-70-0-105-crop.jpg?v=5d2f8b35b1
Return of the Jedi,1983,4.08,https://letterboxd.com/film/return-of-the-jedi/,https://a.ltrbxd.com/resized/sm/upload/88/lu/ak/8v/5wDrNqePjb5SOucrWQwiFu340vv-0-70-0-105-crop.jpg?v=acc9d9c27b
The Godfather Part II,1974,4.59,https://letterboxd.com/film/the-godfather-part-ii/,https://a.ltrbxd.com/resized/film-poster/5/1/8/1/6/51816-the-godfather-part-ii-0-70-0-105-crop.jpg?v=6a49853f25
How to Train Your Dragon,2010,4.13,https://letterboxd.com/film/how-to-train-your-dragon/,https://a.ltrbxd.com/resized/sm/upload/0r/r7/c6/7e/hIXX3IRFy0InUOmYeWjvhCAgQNj-0-70-0-105-crop.jpg?v=d158027eb4
The Hangover,2009,3.72,https://letterboxd.com/film/the-hangover/,https://a.ltrbxd.com/resized/film-poster/4/0/1/0/0/40100-the-hangover-0-70-0-105-crop.jpg?v=6464871bf5
The Boy and the Heron,2023,3.91,https://letterboxd.com/film/the-boy-and-the-heron/,https://a.ltrbxd.com/resized/film-poster/4/3/8/6/9/2/438692-the-boy-and-the-heron-0-70-0-105-crop.jpg?v=521e114164
The Amazing Spider-Man,2012,3.50,https://letterboxd.com/film/the-amazing-spider-man/,https://a.ltrbxd.com/resized/film-poster/5/0/6/7/7/50677-the-amazing-spider-man-0-70-0-105-crop.jpg?v=2e109aabed
Split,2016,3.51,https://letterboxd.com/film/split-2016/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Priscilla,2023,3.52,https://letterboxd.com/film/priscilla/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Beetlejuice,1988,3.73,https://letterboxd.com/film/beetlejuice/,https://a.ltrbxd.com/resized/sm/upload/rs/wk/3i/nt/gWnW7vxm8yr01TVLQhL4aI02orp-0-70-0-105-crop.jpg?v=f8250fbc59
Fargo,1996,4.16,https://letterboxd.com/film/fargo/,https://a.ltrbxd.com/resized/film-poster/5/1/7/8/1/51781-fargo-0-70-0-105-crop.jpg?v=44835e3b35
28 Days Later,2002,3.72,https://letterboxd.com/film/28-days-later/,https://a.ltrbxd.com/resized/sm/upload/qr/28/nz/3f/xaYdxi1PBEAYvqknvAmMPK5Eff3-0-70-0-105-crop.jpg?v=22d7237ed9
Avengers: Age of Ultron,2015,3.23,https://letterboxd.com/film/avengers-age-of-ultron/,https://a.ltrbxd.com/resized/film-poster/8/1/6/0/5/81605-avengers-age-of-ultron-0-70-0-105-crop.jpg?v=d315efaff1
Gladiator II,2024,3.24,https://letterboxd.com/film/gladiator-ii/,https://a.ltrbxd.com/resized/film-poster/4/8/6/9/7/8/486978-gladiator-ii-0-70-0-105-crop.jpg?v=0fb2edf525
The Super Mario Bros. Movie,2023,3.21,https://letterboxd.com/film/the-super-mario-bros-movie/,https://a.ltrbxd.com/resized/film-poster/4/3/2/3/0/2/432302-the-super-mario-bros-movie-0-70-0-105-crop.jpg?v=d7dd92386e
Notting Hill,1999,3.67,https://letterboxd.com/film/notting-hill/,https://a.ltrbxd.com/resized/sm/upload/pa/ej/k3/ft/notting-hill-0-70-0-105-crop.jpg?v=a589bf6ce2
Babylon,2022,3.86,https://letterboxd.com/film/babylon-2022/,https://a.ltrbxd.com/resized/film-poster/5/4/2/7/7/3/542773-babylon-0-70-0-105-crop.jpg?v=aab2f01937
28 Years Later,2025,3.44,https://letterboxd.com/film/28-years-later/,https://a.ltrbxd.com/resized/film-poster/9/9/2/7/8/6/992786-28-years-later-0-70-0-105-crop.jpg?v=014e09c066
The Banshees of Inisherin,2022,4.11,https://letterboxd.com/film/the-banshees-of-inisherin/,https://a.ltrbxd.com/resized/film-poster/5/9/8/8/8/2/598882-the-banshees-of-inisherin-0-70-0-105-crop.jpg?v=933f9af6e7
In the Mood for Love,2000,4.38,https://letterboxd.com/film/in-the-mood-for-love/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Bohemian Rhapsody,2018,3.50,https://letterboxd.com/film/bohemian-rhapsody/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Heretic,2024,3.32,https://letterboxd.com/film/heretic-2024/,https://a.ltrbxd.com/resized/film-poster/1/0/2/5/3/3/1/1025331-heretic-2024-0-70-0-105-crop.jpg?v=c79c5c8121
Talk to Me,2022,3.48,https://letterboxd.com/film/talk-to-me-2022/,https://a.ltrbxd.com/resized/film-poster/9/0/8/1/4/4/908144-talk-to-me-0-70-0-105-crop.jpg?v=bf6a2b65cc
Five Nights at Freddy's,2023,2.57,https://letterboxd.com/film/five-nights-at-freddys/,https://a.ltrbxd.com/resized/film-poster/4/3/6/9/4/8/436948-five-nights-at-freddy-s-0-70-0-105-crop.jpg?v=6ff52485a8
We Live in Time,2024,3.66,https://letterboxd.com/film/we-live-in-time/,https://a.ltrbxd.com/resized/film-poster/9/9/1/7/8/6/991786-we-live-in-time-0-70-0-105-crop.jpg?v=14245ba118
